first_contact_date,proposal_date,follow_up_count,deal_size,closure_date,proposal_delay_days,closure_duration_days
2024-12-22,2024-12-30,2,93057000,2025-12-30,8,373
2025-09-01,2025-09-07,1,63097000,2026-09-07,6,371
2024-09-23,2024-10-16,5,196119000,2025-10-16,23,388
2025-09-08,2025-09-17,2,32466000,2026-09-17,9,374
2024-11-18,2024-11-20,7,75922000,2025-11-20,2,367
2025-09-26,2025-09-30,7,136240000,2026-09-30,4,369
2025-06-24,2025-06-30,3,36225000,2026-06-30,6,371
2025-10-10,2025-10-13,10,33730000,2026-10-13,3,368
2024-07-13,2024-07-16,8,43383000,2025-07-16,3,368
2024-11-27,2024-12-07,6,15410000,2025-12-07,10,375
2024-06-18,2024-06-21,2,121632000,2025-06-21,3,368
2025-06-04,2025-06-21,5,55760000,2026-06-21,17,382
2025-04-07,2025-04-11,9,12696000,2025-08-09,4,124
2024-02-09,2024-02-10,5,34852000,2024-08-31,1,204
2025-06-20,2025-06-23,6,139984000,2026-06-23,3,368
2024-09-17,2024-09-21,11,37698000,2025-09-21,4,369
2025-01-29,2025-02-04,3,171987000,2026-02-04,6,371
2024-08-13,2024-08-16,7,39406000,2025-08-16,3,368
2024-05-03,2024-05-06,6,15388000,2024-12-15,3,226
2024-02-07,2024-02-14,11,8996000,2024-04-14,7,67
2024-11-23,2024-12-02,5,262814000,2025-12-02,9,374
2024-09-07,2024-09-09,8,25415000,2025-06-07,2,273
2024-06-24,2024-06-28,4,30615000,2025-06-28,4,369
2025-08-24,2025-08-25,6,44778000,2026-08-25,1,366
2025-03-29,2025-04-05,3,59861000,2026-04-05,7,372
2024-02-06,2024-02-10,6,22176000,2024-11-19,4,287
2024-11-11,2024-11-15,8,136297000,2025-11-15,4,369
2025-11-18,2025-11-23,2,62692000,2026-11-23,5,370
2025-08-15,2025-08-20,4,130824000,2026-08-20,5,370
2024-04-23,2024-04-27,3,10026000,2025-02-20,4,303
2024-02-09,2024-02-16,4,72426000,2025-02-15,7,372
2024-10-27,2024-11-01,8,67653000,2025-11-01,5,370
2024-08-11,2024-08-30,8,47894000,2025-08-30,19,384
2024-11-13,2024-11-26,1,32244000,2025-11-26,13,378
2024-12-14,2024-12-21,4,14902000,2025-05-01,7,138
2024-04-24,2024-04-27,7,16408000,2025-01-23,3,274
2025-11-28,2025-11-30,6,138579000,2026-11-30,2,367
2024-11-18,2024-11-25,9,66190000,2025-11-25,7,372
2025-07-21,2025-08-04,7,41765000,2026-08-04,14,379
2024-02-09,2024-02-17,10,39832000,2024-12-27,8,322
2024-02-09,2024-03-05,6,110968000,2025-03-05,25,390
2024-10-15,2024-10-16,12,107304000,2025-10-16,1,366
2024-09-18,2024-09-29,8,25519000,2025-09-13,11,360
2024-08-03,2024-08-07,3,15471000,2025-04-05,4,245
2024-05-26,2024-05-28,3,65927000,2025-05-28,2,367
2024-12-01,2024-12-10,8,131471000,2025-12-10,9,374
2024-06-16,2024-06-19,2,85143000,2025-06-19,3,368
2024-04-01,2024-04-04,4,184985000,2025-04-04,3,368
2024-12-18,2024-12-23,4,42749000,2025-12-23,5,370
2025-07-24,2025-08-02,5,61572000,2026-08-02,9,374
2025-07-24,2025-07-28,6,46858000,2026-07-28,4,369
2025-11-11,2025-11-16,4,90208000,2026-11-16,5,370
2024-12-28,2024-12-31,7,27691000,2025-12-22,3,359
2025-07-10,2025-07-15,7,57265000,2026-07-15,5,370
2024-12-10,2024-12-20,6,183108000,2025-12-20,10,375
2025-11-23,2025-12-01,3,27357000,2026-12-01,8,373
2024-06-18,2024-06-23,6,9805000,2024-08-27,5,70
2024-12-21,2024-12-24,4,74620000,2025-12-24,3,368
2024-07-09,2024-07-10,5,294389000,2025-07-10,1,366
2025-10-28,2025-11-08,4,28450000,2026-11-08,11,376
2025-02-25,2025-02-26,5,136130000,2026-02-26,1,366
2025-11-30,2025-12-09,6,49572000,2026-12-09,9,374
2024-01-07,2024-01-11,3,22338000,2024-12-15,4,343
2024-05-12,2024-05-16,5,85041000,2025-05-16,4,369
2025-07-10,2025-07-11,3,15705000,2025-12-14,1,157
2024-01-31,2024-02-03,2,165548000,2025-02-02,3,368
2025-06-18,2025-06-20,5,53569000,2026-06-20,2,367
2025-03-01,2025-03-07,8,12517000,2025-07-31,6,152
2025-01-28,2025-02-04,4,216030000,2026-02-04,7,372
2025-11-02,2025-11-03,4,97335000,2026-11-03,1,366
2024-12-28,2025-01-04,6,63122000,2026-01-04,7,372
2025-03-12,2025-03-20,0,99768000,2026-03-20,8,373
2025-10-31,2025-11-05,4,6859000,2026-01-19,5,80
2025-07-04,2025-07-06,3,29744000,2026-07-01,2,362
2024-03-22,2024-04-02,4,364856000,2025-04-02,11,376
2024-12-21,2024-12-26,4,54377000,2025-12-26,5,370
2024-09-14,2024-09-27,7,29365000,2025-06-10,13,269
2025-12-18,2025-12-28,6,56113000,2026-12-28,10,375
2025-08-11,2025-08-16,6,20357000,2026-08-16,5,370
2025-06-07,2025-06-10,4,173177000,2026-06-10,3,368
2024-10-21,2024-10-23,5,34298000,2025-10-23,2,367
2024-08-11,2024-08-19,4,13864000,2025-03-19,8,220
2025-06-08,2025-06-09,10,56170000,2026-06-09,1,366
2024-02-15,2024-02-18,5,108874000,2025-02-17,3,368
2025-10-28,2025-11-02,6,85488000,2026-11-02,5,370
2024-04-22,2024-05-03,11,16014000,2025-01-26,11,279
2024-08-20,2024-08-21,2,22945000,2025-03-26,1,218
2024-01-17,2024-01-22,2,8935000,2024-08-07,5,203
2024-12-25,2024-12-27,3,86762000,2025-12-27,2,367
2024-08-10,2024-08-13,6,71402000,2025-08-13,3,368
2025-11-30,2025-12-10,6,77091000,2026-12-10,10,375
2025-03-23,2025-04-02,4,34611000,2026-04-02,10,375
2024-12-30,2025-01-05,3,10701000,2025-07-31,6,213
2025-11-05,2025-11-15,8,25863000,2026-11-15,10,375
2024-11-21,2024-12-02,3,119053000,2025-12-02,11,376
2025-04-11,2025-04-13,6,65988000,2026-04-13,2,367
2025-02-17,2025-03-01,5,12295000,2025-08-08,12,172
2025-03-30,2025-04-16,3,39391000,2026-03-27,17,362
2025-08-08,2025-08-09,5,77095000,2026-08-09,1,366
2024-08-20,2024-08-30,5,45227000,2025-08-05,10,350
2024-08-11,2024-08-18,3,15756000,2025-05-23,7,285
2025-02-15,2025-02-16,3,33225000,2025-11-15,1,273
2025-07-25,2025-07-29,5,27311000,2026-01-07,4,166
2024-11-30,2024-12-01,6,50353000,2025-12-01,1,366
2024-08-09,2024-08-11,5,61382000,2025-08-11,2,367
2024-02-06,2024-02-14,4,29009000,2025-01-19,8,348
2024-10-04,2024-10-10,3,82192000,2025-10-10,6,371
2024-07-14,2024-07-20,6,181229000,2025-07-20,6,371
2025-04-28,2025-04-30,4,592518000,2026-04-30,2,367
2024-08-29,2024-08-31,8,23264000,2025-08-27,2,363
2024-11-19,2024-11-25,5,52050000,2025-11-25,6,371
2024-07-10,2024-07-16,8,11488000,2024-11-06,6,119
2024-01-17,2024-01-24,3,33465000,2024-12-02,7,320
2025-06-07,2025-06-18,6,136353000,2026-06-18,11,376
2025-02-04,2025-02-08,5,7981000,2025-05-16,4,101
2025-12-05,2025-12-09,4,35110000,2026-12-09,4,369
2024-01-22,2024-02-04,6,47648000,2025-01-05,13,349
2025-04-18,2025-04-25,4,14042000,2026-04-25,7,372
2024-04-29,2024-05-05,4,66245000,2025-05-05,6,371
2024-07-28,2024-07-31,4,60073000,2025-07-31,3,368
2024-11-01,2024-11-08,3,30044000,2025-11-08,7,372
2024-09-26,2024-09-30,6,82374000,2025-09-30,4,369
2025-12-04,2025-12-21,6,25228000,2026-12-01,17,362
2025-11-17,2025-11-23,4,70590000,2026-11-23,6,371
2024-10-11,2024-10-21,7,49179000,2025-10-21,10,375
2025-12-16,2025-12-26,5,59142000,2026-12-26,10,375
2025-11-06,2025-11-11,7,40305000,2026-11-11,5,370
2024-08-14,2024-08-15,1,16673000,2024-12-21,1,129
2025-01-15,2025-01-25,6,16020000,2025-05-05,10,110
2025-04-04,2025-04-09,6,26477000,2026-04-09,5,370
2024-01-07,2024-01-10,6,31687000,2024-12-28,3,356
2024-01-29,2024-02-03,4,60943000,2025-02-02,5,370
2024-02-02,2024-02-03,7,47771000,2025-02-02,1,366
2025-10-07,2025-10-12,7,33990000,2026-10-12,5,370
2024-03-19,2024-03-23,4,9894000,2025-01-18,4,305
2025-04-03,2025-04-10,6,28101000,2026-04-10,7,372
2025-07-23,2025-07-26,3,19390000,2026-03-04,3,224
2025-06-21,2025-06-27,3,198048000,2026-06-27,6,371
2025-04-26,2025-05-04,9,51987000,2026-05-04,8,373
2025-03-05,2025-03-12,6,171522000,2026-03-12,7,372
2024-10-11,2024-10-12,4,52135000,2025-10-12,1,366
2025-05-30,2025-06-03,1,217956000,2026-06-03,4,369
2024-04-08,2024-04-15,10,63093000,2025-04-15,7,372
2025-01-31,2025-02-09,1,65049000,2026-02-09,9,374
2025-05-03,2025-05-05,4,232748000,2026-05-05,2,367
2024-02-08,2024-02-15,5,27749000,2024-12-30,7,326
2024-09-27,2024-09-30,6,28795000,2025-07-03,3,279
2024-06-05,2024-06-09,2,54169000,2025-06-09,4,369
2024-03-15,2024-03-16,2,505913000,2025-03-16,1,366
2024-05-09,2024-05-10,2,36248000,2025-05-10,1,366
2025-11-17,2025-11-21,9,62758000,2026-11-21,4,369
2024-03-24,2024-03-26,6,101004000,2025-03-26,2,367
2024-01-22,2024-02-01,5,176164000,2025-01-31,10,375
2025-04-03,2025-04-11,5,100479000,2026-04-11,8,373
2025-06-22,2025-07-01,4,161324000,2026-07-01,9,374
2025-12-07,2025-12-08,7,90294000,2026-12-08,1,366
2025-01-16,2025-01-19,7,53617000,2026-01-19,3,368
2025-03-15,2025-03-19,5,20695000,2026-03-19,4,369
2025-08-26,2025-08-27,6,32406000,2026-04-05,1,222
2024-01-21,2024-01-28,10,36653000,2025-01-27,7,372
2024-10-29,2024-11-01,2,61816000,2025-11-01,3,368
2024-03-24,2024-03-30,3,74792000,2025-03-30,6,371
2025-10-20,2025-10-26,7,226844000,2026-10-26,6,371
2025-03-28,2025-04-01,10,9322000,2025-07-03,4,97
2025-01-21,2025-01-28,6,47102000,2026-01-28,7,372
2025-05-21,2025-05-23,1,225902000,2026-05-23,2,367
2024-09-13,2024-09-18,5,16269000,2025-06-15,5,275
2025-07-23,2025-07-28,7,27896000,2026-07-28,5,370
2025-06-10,2025-06-20,1,71188000,2026-06-20,10,375
2024-06-10,2024-06-11,8,98313000,2025-06-11,1,366
2024-06-11,2024-06-17,7,16206000,2025-02-24,6,258
2025-06-07,2025-06-12,6,169021000,2026-06-12,5,370
2024-09-27,2024-09-30,4,77823000,2025-09-30,3,368
2025-05-06,2025-05-07,5,16063000,2026-01-31,1,270
2024-07-26,2024-07-27,3,123373000,2025-07-27,1,366
2025-06-22,2025-06-25,3,111193000,2026-06-25,3,368
2025-08-06,2025-08-12,2,48941000,2026-08-12,6,371
2024-02-29,2024-03-01,3,33963000,2025-03-01,1,366
2025-03-05,2025-03-15,6,19252000,2026-03-15,10,375
2025-10-18,2025-10-22,5,35328000,2026-10-22,4,369
2025-08-27,2025-09-04,3,111771000,2026-09-04,8,373
2024-11-04,2024-11-16,3,12404000,2025-05-25,12,202
2025-06-03,2025-06-05,6,25154000,2026-06-05,2,367
2025-08-13,2025-08-14,3,61832000,2026-08-14,1,366
2024-01-27,2024-01-31,4,86501000,2025-01-30,4,369
2025-11-16,2025-11-17,4,83794000,2026-11-17,1,366
2025-07-15,2025-08-02,5,26227000,2026-03-18,18,246
2024-07-17,2024-07-22,7,45133000,2025-07-22,5,370
2025-01-21,2025-01-26,11,33926000,2026-01-26,5,370
2024-12-14,2024-12-16,10,60754000,2025-12-16,2,367
2025-11-23,2025-12-03,1,77911000,2026-12-03,10,375
2025-06-19,2025-06-26,5,42679000,2026-04-22,7,307
2025-01-12,2025-01-16,2,53768000,2026-01-16,4,369
2025-07-11,2025-07-17,2,49019000,2026-07-17,6,371
2025-06-10,2025-06-16,1,13927000,2026-05-30,6,354
2024-06-01,2024-06-08,5,138009000,2025-06-08,7,372
2024-07-24,2024-07-27,3,112253000,2025-07-27,3,368
2025-03-30,2025-04-04,3,11610000,2025-08-28,5,151
2024-09-29,2024-10-02,5,264461000,2025-10-02,3,368
2024-08-23,2024-08-25,4,68101000,2025-08-25,2,367
2025-06-04,2025-06-10,5,75904000,2026-06-10,6,371
2025-11-08,2025-11-09,6,32811000,2026-11-09,1,366
2025-12-26,2026-01-08,4,54141000,2027-01-08,13,378
2025-05-15,2025-05-20,3,75888000,2026-05-20,5,370
2024-04-26,2024-04-28,7,210488000,2025-04-28,2,367
2025-01-20,2025-01-29,2,20411000,2026-01-29,9,374
2024-12-09,2024-12-14,7,120437000,2025-12-14,5,370
2025-08-06,2025-08-07,6,35009000,2026-07-06,1,334
2025-01-29,2025-02-01,6,152700000,2026-02-01,3,368
2024-03-04,2024-03-08,2,15338000,2024-07-30,4,148
2025-12-17,2025-12-18,1,46119000,2026-12-18,1,366
2025-12-21,2026-01-01,4,9348000,2026-06-16,11,177
2024-03-12,2024-03-18,8,28933000,2025-03-09,6,362
2024-09-30,2024-10-06,5,33448000,2025-10-06,6,371
2024-11-15,2024-11-18,8,69457000,2025-11-18,3,368
2024-12-03,2024-12-11,6,13966000,2025-05-25,8,173
2024-12-31,2025-01-07,2,184509000,2026-01-07,7,372
2025-05-09,2025-05-13,2,211933000,2026-05-13,4,369
2025-08-29,2025-09-03,6,55460000,2026-09-03,5,370
2024-06-14,2024-06-27,2,17034000,2024-09-25,13,103
2025-06-27,2025-06-30,6,15738000,2025-07-08,3,11
2024-01-11,2024-01-19,3,52987000,2025-01-18,8,373
2024-10-27,2024-11-01,2,26008000,2025-10-25,5,363
2025-12-29,2026-01-04,7,136150000,2027-01-04,6,371
2024-04-11,2024-04-15,3,37353000,2025-04-15,4,369
2025-02-28,2025-03-14,6,70375000,2026-03-14,14,379
2025-01-26,2025-02-01,5,46786000,2026-02-01,6,371
2024-08-01,2024-08-07,7,31845000,2025-05-19,6,291
2025-11-21,2025-11-22,4,26694000,2026-11-22,1,366
2024-03-28,2024-03-30,9,19547000,2025-03-30,2,367
2025-07-06,2025-07-12,4,36260000,2026-07-12,6,371
2025-02-04,2025-02-08,7,51777000,2026-02-08,4,369
2025-08-10,2025-08-11,3,58883000,2026-08-11,1,366
2024-02-15,2024-02-24,4,50275000,2025-02-23,9,374
2025-11-02,2025-11-04,0,41884000,2026-10-04,2,336
2025-04-07,2025-04-22,7,10928000,2025-12-15,15,252
2025-08-14,2025-08-21,2,124307000,2026-08-21,7,372
2024-11-05,2024-11-09,7,14368000,2025-02-14,4,101
2024-03-26,2024-03-30,9,73436000,2025-03-30,4,369
2024-04-01,2024-04-03,6,131717000,2025-04-03,2,367
2025-10-21,2025-10-22,6,127739000,2026-10-22,1,366
2025-11-03,2025-11-05,5,92918000,2026-11-05,2,367
2025-12-14,2025-12-20,3,52032000,2026-12-20,6,371
2024-08-29,2024-08-30,7,23799000,2025-02-11,1,166
2024-01-02,2024-01-05,5,16019000,2024-07-03,3,183
2024-08-12,2024-08-26,4,50457000,2025-08-26,14,379
2025-08-11,2025-08-13,6,28466000,2026-03-28,2,229
2024-04-25,2024-04-26,2,32529000,2025-04-09,1,349
2025-10-27,2025-10-28,6,85242000,2026-10-28,1,366
2024-04-12,2024-04-27,4,42433000,2025-04-27,15,380
2024-07-12,2024-07-17,3,26874000,2025-07-08,5,361
2024-06-14,2024-06-16,4,534627000,2025-06-16,2,367
2024-03-30,2024-04-05,5,37448000,2024-11-23,6,238
2025-11-16,2025-11-18,4,91509000,2026-11-18,2,367
2024-05-01,2024-05-02,8,85407000,2025-05-02,1,366
2024-05-22,2024-06-03,6,35114000,2025-06-03,12,377
2024-04-15,2024-04-19,6,28217000,2024-12-20,4,249
2025-03-03,2025-03-11,4,13280000,2026-03-11,8,373
2024-10-31,2024-11-03,2,59625000,2025-11-03,3,368
2024-11-12,2024-11-17,6,50434000,2025-11-17,5,370
2025-09-26,2025-10-01,3,18587000,2026-04-23,5,209
2024-01-09,2024-01-15,2,135236000,2025-01-14,6,371
2024-03-13,2024-03-14,7,80805000,2025-03-14,1,366
2024-12-24,2025-01-04,6,49815000,2026-01-04,11,376
2024-08-10,2024-08-16,5,36491000,2025-08-16,6,371
2025-02-19,2025-02-23,5,41304000,2026-02-23,4,369
2025-07-06,2025-07-18,3,19046000,2025-10-18,12,104
2025-01-04,2025-01-12,10,30197000,2025-11-27,8,327
2025-12-16,2025-12-17,6,87433000,2026-12-17,1,366
2024-09-20,2024-09-29,5,43077000,2025-09-29,9,374
2025-11-20,2025-11-22,2,271904000,2026-11-22,2,367
2024-11-13,2024-11-14,3,30317000,2025-10-22,1,343
2024-03-24,2024-03-26,7,45764000,2025-03-26,2,367
2024-11-13,2024-11-27,7,72016000,2025-11-27,14,379
2024-04-20,2024-04-27,1,80623000,2025-04-27,7,372
2024-09-07,2024-09-12,4,40067000,2025-09-12,5,370
2025-01-17,2025-01-23,4,27908000,2025-07-03,6,167
2024-01-07,2024-01-16,7,38702000,2025-01-15,9,374
2025-04-03,2025-04-07,4,69258000,2026-04-07,4,369
2024-03-24,2024-04-05,4,39692000,2025-04-05,12,377
2024-07-26,2024-07-31,5,343279000,2025-07-31,5,370
2025-01-24,2025-01-25,3,38981000,2026-01-25,1,366
2024-11-09,2024-11-24,8,59807000,2025-11-24,15,380
2024-01-22,2024-01-23,5,50679000,2025-01-22,1,366
2025-02-13,2025-02-23,7,41400000,2026-02-23,10,375
2025-05-29,2025-05-30,7,98870000,2026-05-30,1,366
2024-05-06,2024-05-11,2,21826000,2025-04-01,5,330
2025-11-30,2025-12-02,2,325808000,2026-12-02,2,367
2024-01-14,2024-01-20,8,28499000,2025-01-19,6,371
2024-01-12,2024-01-27,3,71753000,2025-01-26,15,380
2024-03-27,2024-03-31,5,58063000,2025-03-31,4,369
2025-06-07,2025-06-08,5,48243000,2026-06-08,1,366
2025-06-20,2025-06-25,2,141064000,2026-06-25,5,370
2024-10-27,2024-10-31,4,232543000,2025-10-31,4,369
2024-08-30,2024-08-31,8,26268000,2025-04-30,1,243
2024-05-01,2024-05-08,14,26689000,2025-04-14,7,348
2024-05-26,2024-05-27,5,75640000,2025-05-27,1,366
2025-07-20,2025-07-22,7,47162000,2026-07-22,2,367
2024-12-21,2024-12-27,4,32912000,2025-12-27,6,371
2025-11-15,2025-11-17,3,39088000,2026-11-17,2,367
2025-09-22,2025-09-23,8,32890000,2026-06-10,1,261
2024-11-04,2024-11-12,6,20010000,2025-11-12,8,373
2025-11-25,2025-11-30,4,60951000,2026-11-30,5,370
2024-10-14,2024-10-15,5,51122000,2025-10-15,1,366
2024-11-02,2024-11-06,4,34115000,2025-11-06,4,369
2025-08-16,2025-08-25,2,10691000,2025-12-15,9,121
2025-12-23,2025-12-24,7,37589000,2026-11-18,1,330
2025-10-23,2025-11-04,9,235122000,2026-11-04,12,377
2025-07-02,2025-07-08,7,37546000,2026-07-08,6,371
2024-12-17,2024-12-21,6,38505000,2025-12-21,4,369
2024-11-07,2024-11-15,5,33309000,2025-11-15,8,373
2024-02-28,2024-03-07,0,80457000,2025-03-07,8,373
2025-10-04,2025-10-05,3,115736000,2026-10-05,1,366
2025-12-14,2025-12-17,4,29013000,2026-12-17,3,368
2024-02-04,2024-02-07,6,14709000,2024-08-06,3,184
2025-03-20,2025-03-25,5,37322000,2026-03-25,5,370
2024-04-02,2024-04-17,6,32211000,2025-01-11,15,284
2024-07-25,2024-07-29,9,41488000,2025-07-29,4,369
2024-12-18,2025-01-11,4,127409000,2026-01-11,24,389
2024-11-27,2024-11-29,2,21616000,2025-07-24,2,239
2025-12-25,2025-12-30,7,68706000,2026-12-30,5,370
2024-06-07,2024-06-10,8,69066000,2025-06-10,3,368
2024-01-24,2024-01-28,7,73362000,2025-01-27,4,369
2025-02-07,2025-02-12,5,85515000,2026-02-12,5,370
2025-05-30,2025-06-09,4,10818000,2025-06-14,10,15
2024-12-29,2024-12-31,4,79525000,2025-12-31,2,367
2025-01-16,2025-01-20,4,48624000,2026-01-20,4,369
2025-06-15,2025-06-19,3,28229000,2026-06-19,4,369
2024-05-31,2024-06-11,2,183996000,2025-06-11,11,376
2025-07-15,2025-07-24,8,100136000,2026-07-24,9,374
2025-11-19,2025-12-01,2,25629000,2026-12-01,12,377
2025-08-30,2025-09-06,3,33486000,2026-09-06,7,372
2025-09-08,2025-09-10,10,116290000,2026-09-10,2,367
2025-02-23,2025-03-01,3,47832000,2026-03-01,6,371
2024-09-06,2024-09-10,3,17364000,2025-07-22,4,319
2024-04-26,2024-04-30,7,199944000,2025-04-30,4,369
2025-05-26,2025-06-01,3,40277000,2026-06-01,6,371
2025-07-31,2025-08-02,7,50225000,2026-08-02,2,367
2024-11-30,2024-12-02,6,70780000,2025-12-02,2,367
2025-02-21,2025-03-04,4,25110000,2025-11-19,11,271
2024-10-21,2024-10-23,5,138334000,2025-10-23,2,367
2025-01-05,2025-01-09,4,23329000,2025-08-16,4,223
2024-07-04,2024-07-21,4,59409000,2025-07-21,17,382
2024-09-02,2024-09-10,5,32169000,2025-09-10,8,373
2025-09-28,2025-09-29,5,114934000,2026-09-29,1,366
2024-09-24,2024-10-05,4,77209000,2025-10-05,11,376
2025-10-04,2025-10-14,8,42518000,2026-10-14,10,375
2024-08-24,2024-09-01,5,14172000,2025-02-03,8,163
2025-06-13,2025-06-21,9,66314000,2026-06-21,8,373
2025-07-05,2025-07-07,3,55057000,2026-07-07,2,367
2024-01-21,2024-01-30,2,14258000,2024-07-31,9,192
2025-06-03,2025-06-17,6,57729000,2026-06-17,14,379
2024-04-09,2024-04-13,5,83026000,2025-04-13,4,369
2025-04-22,2025-04-25,8,51621000,2026-04-25,3,368
2025-08-21,2025-08-25,4,32927000,2026-08-25,4,369
2024-10-24,2024-11-01,8,147015000,2025-11-01,8,373
2025-06-09,2025-06-17,7,211158000,2026-06-17,8,373
2024-11-29,2024-12-01,3,20119000,2025-10-02,2,307
2024-01-02,2024-01-03,6,111757000,2025-01-02,1,366
2025-01-09,2025-01-12,8,69035000,2026-01-12,3,368
2024-10-19,2024-10-22,7,30098000,2025-10-06,3,352
2025-07-06,2025-07-14,1,41377000,2026-07-14,8,373
2024-11-13,2024-11-20,5,42898000,2025-11-20,7,372
2025-05-16,2025-05-22,5,113578000,2026-05-22,6,371
2025-01-15,2025-01-20,2,34368000,2026-01-20,5,370
2025-09-14,2025-09-20,8,11328000,2025-09-25,6,11
2024-01-14,2024-01-24,5,41329000,2025-01-23,10,375
2025-05-18,2025-05-27,2,103695000,2026-05-27,9,374
2024-08-18,2024-08-20,3,126691000,2025-08-20,2,367
2024-03-24,2024-03-28,6,35258000,2025-02-10,4,323
2024-05-09,2024-05-12,8,71763000,2025-05-12,3,368
2024-05-24,2024-05-29,5,128585000,2025-05-29,5,370
2024-01-28,2024-02-04,7,82679000,2025-02-03,7,372
2024-03-06,2024-03-07,2,255811000,2025-03-07,1,366
2024-06-11,2024-06-13,5,149404000,2025-06-13,2,367
2024-08-16,2024-08-25,4,34729000,2025-08-25,9,374
2024-09-17,2024-09-19,5,45268000,2025-09-19,2,367
2025-03-24,2025-03-25,5,190579000,2026-03-25,1,366
2025-02-27,2025-03-01,3,19201000,2025-11-02,2,248
2025-04-04,2025-04-12,6,46427000,2026-04-12,8,373
2025-11-06,2025-11-07,12,224632000,2026-11-07,1,366
2024-10-27,2024-11-08,6,248880000,2025-11-08,12,377
2024-10-29,2024-11-04,4,62035000,2025-11-04,6,371
2024-10-13,2024-10-20,4,12922000,2025-05-06,7,205
2025-01-29,2025-01-31,2,36834000,2026-01-31,2,367
2024-01-10,2024-01-15,3,87412000,2025-01-14,5,370
2025-12-07,2025-12-15,7,26005000,2026-08-26,8,262
2025-09-21,2025-09-28,8,319981000,2026-09-28,7,372
2024-09-26,2024-09-29,4,40609000,2025-09-29,3,368
2025-08-14,2025-08-29,5,142055000,2026-08-29,15,380
2025-08-27,2025-09-02,0,44514000,2026-09-02,6,371
2024-12-26,2025-01-03,4,62861000,2026-01-03,8,373
2024-09-13,2024-09-20,5,48942000,2025-09-20,7,372
2024-05-12,2024-05-13,6,31249000,2025-05-13,1,366
2024-10-02,2024-10-06,5,35574000,2025-05-26,4,236
2025-11-13,2025-11-15,5,85867000,2026-11-15,2,367
2025-05-27,2025-06-04,5,41388000,2026-06-04,8,373
2024-11-08,2024-11-11,7,34470000,2025-11-11,3,368
2025-07-29,2025-08-04,6,80101000,2026-08-04,6,371
2024-10-10,2024-10-12,4,166642000,2025-10-12,2,367
2024-04-30,2024-05-06,3,193224000,2025-05-06,6,371
2024-04-16,2024-04-17,11,22115000,2024-11-25,1,223
2025-11-17,2025-11-28,7,26332000,2026-11-28,11,376
2024-07-22,2024-07-24,2,138381000,2025-07-24,2,367
2024-06-13,2024-06-26,7,33013000,2025-03-21,13,281
2024-10-31,2024-11-02,5,40544000,2025-11-02,2,367
2025-05-11,2025-05-13,6,16674000,2026-01-16,2,250
2025-09-23,2025-09-24,4,87035000,2026-09-24,1,366
2025-07-09,2025-07-14,3,47861000,2026-07-14,5,370
2024-06-04,2024-06-17,3,114629000,2025-06-17,13,378
2025-01-01,2025-01-04,10,93280000,2026-01-04,3,368
2025-12-19,2025-12-26,7,113783000,2026-12-26,7,372
2025-09-11,2025-09-19,4,114883000,2026-09-19,8,373
2024-09-07,2024-09-08,7,35977000,2025-09-08,1,366
2024-11-29,2024-12-02,7,48495000,2025-12-02,3,368
2025-10-03,2025-10-09,4,57732000,2026-10-09,6,371
2025-05-25,2025-05-28,5,53431000,2026-05-28,3,368
2024-10-19,2024-10-30,7,84949000,2025-10-30,11,376
2024-01-20,2024-01-22,8,33892000,2025-01-21,2,367
2024-10-08,2024-10-14,4,63078000,2025-10-14,6,371
2024-01-01,2024-01-03,1,30898000,2025-01-02,2,367
2024-04-28,2024-05-01,5,60052000,2025-05-01,3,368
2024-02-04,2024-02-09,5,65746000,2025-02-08,5,370
2024-07-16,2024-07-19,10,19101000,2025-07-19,3,368
2025-04-29,2025-05-12,5,65073000,2026-05-12,13,378
2024-02-28,2024-03-03,4,146111000,2025-03-03,4,369
2024-06-09,2024-06-22,8,115050000,2025-06-22,13,378
2025-11-21,2025-11-30,3,19083000,2026-07-19,9,240
2024-07-24,2024-07-25,3,17832000,2025-02-25,1,216
2024-01-12,2024-01-13,7,74638000,2025-01-12,1,366
2025-05-04,2025-05-06,11,55363000,2026-05-06,2,367
2024-10-02,2024-10-08,4,43422000,2025-07-17,6,288
2025-11-23,2025-11-24,3,6686000,2026-04-29,1,157
2024-08-29,2024-08-31,8,21564000,2025-05-25,2,269
2024-08-03,2024-08-07,2,137667000,2025-08-07,4,369
2024-09-07,2024-09-23,8,68656000,2025-09-23,16,381
2024-05-05,2024-05-13,7,240406000,2025-05-13,8,373
2024-08-04,2024-08-19,4,98133000,2025-08-19,15,380
2024-11-01,2024-11-07,4,63819000,2025-11-07,6,371
2024-07-03,2024-07-08,3,13981000,2025-02-26,5,238
2024-02-08,2024-02-12,8,64109000,2025-02-11,4,369
2024-08-10,2024-08-15,3,45612000,2025-08-15,5,370
2024-07-02,2024-07-03,5,19910000,2025-07-03,1,366
2025-05-09,2025-05-16,5,138336000,2026-05-16,7,372
